network	Qstats	Qstats	Qstats	Qstats	Qstats	Qstats	Qstats	Qstats	Qstats	Qstats
29.12.1998	0.682	12.957	-99	-99	-99	-99	-99	-99	-99	-99
30.12.1998	0.614	12.633	-99	-99	-99	-99	-99	-99	-99	-99
31.12.1998	0.428	11.238	-99	-99	-99	-99	-99	-99	-99	-99
01.01.1999	0.388	10.846	-99	-99	-99	-99	-99	-99	-99	-99
02.01.1999	0.407	10.373	-99	-99	-99	-99	-99	-99	-99	-99
03.01.1999	0.37	9.907	-99	-99	-99	-99	-99	-99	-99	-99
04.01.1999	0.36	9.424	-99	-99	-99	-99	-99	-99	-99	-99
05.01.1999	0.369	8.992	-99	-99	-99	-99	-99	-99	-99	-99
06.01.1999	0.366	8.551	-99	-99	-99	-99	-99	-99	-99	-99
07.01.1999	0.381	8.647	-99	-99	-99	-99	-99	-99	-99	-99
08.01.1999	0.367	7.513	-99	-99	-99	-99	-99	-99	-99	-99
09.01.1999	0.367	7.366	-99	-99	-99	-99	-99	-99	-99	-99
10.01.1999	0.337	6.568	-99	-99	-99	-99	-99	-99	-99	-99
11.01.1999	0.337	6.167	-99	-99	-99	-99	-99	-99	-99	-99
12.01.1999	0.337	5.781	-99	-99	-99	-99	-99	-99	-99	-99
13.01.1999	0.337	5.471	-99	-99	-99	-99	-99	-99	-99	-99
14.01.1999	0.308	5.131	-99	-99	-99	-99	-99	-99	-99	-99
15.01.1999	0.308	4.648	-99	-99	-99	-99	-99	-99	-99	-99
16.01.1999	0.308	4.438	-99	-99	-99	-99	-99	-99	-99	-99
17.01.1999	0.281	4.489	-99	-99	-99	-99	-99	-99	-99	-99
18.01.1999	0.281	4.476	-99	-99	-99	-99	-99	-99	-99	-99
19.01.1999	0.291	4.397	-99	-99	-99	-99	-99	-99	-99	-99
20.01.1999	0.318	4.622	-99	-99	-99	-99	-99	-99	-99	-99
21.01.1999	0.318	4.729	-99	-99	-99	-99	-99	-99	-99	-99
22.01.1999	0.318	5.973	-99	-99	-99	-99	-99	-99	-99	-99
23.01.1999	0.409	5.465	-99	-99	-99	-99	-99	-99	-99	-99
24.01.1999	0.432	5.477	-99	-99	-99	-99	-99	-99	-99	-99
25.01.1999	0.41	5.55	-99	-99	-99	-99	-99	-99	-99	-99
26.01.1999	0.389	5.576	-99	-99	-99	-99	-99	-99	-99	-99
27.01.1999	0.343	5.439	-99	-99	-99	-99	-99	-99	-99	-99
28.01.1999	0.302	5.184	-99	-99	-99	-99	-99	-99	-99	-99
29.01.1999	0.283	4.887	-99	-99	-99	-99	-99	-99	-99	-99
30.01.1999	0.257	4.818	-99	-99	-99	-99	-99	-99	-99	-99
31.01.1999	0.498	5.509	-99	-99	-99	-99	-99	-99	-99	-99
01.02.1999	0.767	6.664	-99	-99	-99	-99	-99	-99	-99	-99
02.02.1999	0.706	7.99	-99	-99	-99	-99	-99	-99	-99	-99
03.02.1999	0.654	9.498	-99	-99	-99	-99	-99	-99	-99	-99
04.02.1999	2.96	16.941	-99	-99	-99	-99	-99	-99	-99	-99
05.02.1999	1.531	22.26	-99	-99	-99	-99	-99	-99	-99	-99
06.02.1999	1.545	22.71	-99	-99	-99	-99	-99	-99	-99	-99
07.02.1999	1.496	21.574	-99	-99	-99	-99	-99	-99	-99	-99
08.02.1999	1.458	18.814	-99	-99	-99	-99	-99	-99	-99	-99
09.02.1999	1.389	17.267	-99	-99	-99	-99	-99	-99	-99	-99
10.02.1999	1.322	15.552	-99	-99	-99	-99	-99	-99	-99	-99
11.02.1999	1.257	14.194	-99	-99	-99	-99	-99	-99	-99	-99
12.02.1999	1.194	12.804	-99	-99	-99	-99	-99	-99	-99	-99
13.02.1999	1.738	11.667	-99	-99	-99	-99	-99	-99	-99	-99
14.02.1999	1.163	10.574	-99	-99	-99	-99	-99	-99	-99	-99
15.02.1999	0.96	11.445	-99	-99	-99	-99	-99	-99	-99	-99
16.02.1999	0.907	13.341	-99	-99	-99	-99	-99	-99	-99	-99
17.02.1999	0.855	13.34	-99	-99	-99	-99	-99	-99	-99	-99
18.02.1999	0.805	12.914	-99	-99	-99	-99	-99	-99	-99	-99
19.02.1999	0.749	11.985	-99	-99	-99	-99	-99	-99	-99	-99
20.02.1999	0.692	11.699	-99	-99	-99	-99	-99	-99	-99	-99
21.02.1999	0.668	11.268	-99	-99	-99	-99	-99	-99	-99	-99
22.02.1999	0.596	10.598	-99	-99	-99	-99	-99	-99	-99	-99
23.02.1999	0.507	9.854	-99	-99	-99	-99	-99	-99	-99	-99
24.02.1999	0.478	9.283	-99	-99	-99	-99	-99	-99	-99	-99
25.02.1999	0.465	8.688	-99	-99	-99	-99	-99	-99	-99	-99
26.02.1999	0.38	8.323	-99	-99	-99	-99	-99	-99	-99	-99
27.02.1999	0.417	8.255	-99	-99	-99	-99	-99	-99	-99	-99
28.02.1999	0.399	7.823	-99	-99	-99	-99	-99	-99	-99	-99
01.03.1999	0.341	7.391	-99	-99	-99	-99	-99	-99	-99	-99
02.03.1999	0.335	6.93	-99	-99	-99	-99	-99	-99	-99	-99
03.03.1999	0.321	6.844	-99	-99	-99	-99	-99	-99	-99	-99
04.03.1999	0.286	6.252	-99	-99	-99	-99	-99	-99	-99	-99
05.03.1999	0.251	5.907	-99	-99	-99	-99	-99	-99	-99	-99
06.03.1999	0.237	5.483	-99	-99	-99	-99	-99	-99	-99	-99
07.03.1999	0.23	5.324	-99	-99	-99	-99	-99	-99	-99	-99
08.03.1999	0.226	5.761	-99	-99	-99	-99	-99	-99	-99	-99
09.03.1999	0.238	4.985	-99	-99	-99	-99	-99	-99	-99	-99
10.03.1999	0.208	4.743	-99	-99	-99	-99	-99	-99	-99	-99
11.03.1999	0.184	4.504	-99	-99	-99	-99	-99	-99	-99	-99
12.03.1999	0.176	4.339	-99	-99	-99	-99	-99	-99	-99	-99
13.03.1999	0.167	4.289	-99	-99	-99	-99	-99	-99	-99	-99
14.03.1999	0.162	4.837	-99	-99	-99	-99	-99	-99	-99	-99
15.03.1999	0.157	3.878	-99	-99	-99	-99	-99	-99	-99	-99
16.03.1999	0.154	3.926	-99	-99	-99	-99	-99	-99	-99	-99
17.03.1999	0.167	4.265	-99	-99	-99	-99	-99	-99	-99	-99
18.03.1999	0.199	4.781	-99	-99	-99	-99	-99	-99	-99	-99
19.03.1999	0.254	5.933	-99	-99	-99	-99	-99	-99	-99	-99
20.03.1999	0.271	6.571	-99	-99	-99	-99	-99	-99	-99	-99
21.03.1999	0.278	6.801	-99	-99	-99	-99	-99	-99	-99	-99
22.03.1999	0.295	6.788	-99	-99	-99	-99	-99	-99	-99	-99
23.03.1999	0.325	6.764	-99	-99	-99	-99	-99	-99	-99	-99
24.03.1999	0.313	6.738	-99	-99	-99	-99	-99	-99	-99	-99
25.03.1999	0.319	6.655	-99	-99	-99	-99	-99	-99	-99	-99
26.03.1999	0.311	6.56	-99	-99	-99	-99	-99	-99	-99	-99
27.03.1999	0.284	6.316	-99	-99	-99	-99	-99	-99	-99	-99
28.03.1999	0.268	6.34	-99	-99	-99	-99	-99	-99	-99	-99
29.03.1999	0.263	6.385	-99	-99	-99	-99	-99	-99	-99	-99
30.03.1999	0.378	7.29	-99	-99	-99	-99	-99	-99	-99	-99
31.03.1999	0.392	8.679	-99	-99	-99	-99	-99	-99	-99	-99
01.04.1999	0.495	9.905	-99	-99	-99	-99	-99	-99	-99	-99
02.04.1999	1.436	13.586	-99	-99	-99	-99	-99	-99	-99	-99
03.04.1999	1.609	17.308	-99	-99	-99	-99	-99	-99	-99	-99
04.04.1999	1.39	19.222	-99	-99	-99	-99	-99	-99	-99	-99
05.04.1999	1.12	19.781	-99	-99	-99	-99	-99	-99	-99	-99
06.04.1999	1.319	20.813	-99	-99	-99	-99	-99	-99	-99	-99
07.04.1999	1.718	22.874	-99	-99	-99	-99	-99	-99	-99	-99
08.04.1999	1.473	24.368	-99	-99	-99	-99	-99	-99	-99	-99
09.04.1999	4.56	33.438	-99	-99	-99	-99	-99	-99	-99	-99
10.04.1999	3.524	58.571	-99	-99	-99	-99	-99	-99	-99	-99
11.04.1999	2.611	59.618	-99	-99	-99	-99	-99	-99	-99	-99
12.04.1999	1.848	51.532	-99	-99	-99	-99	-99	-99	-99	-99
13.04.1999	1.463	43.533	-99	-99	-99	-99	-99	-99	-99	-99
14.04.1999	1.197	36.673	-99	-99	-99	-99	-99	-99	-99	-99
15.04.1999	1.235	31.558	-99	-99	-99	-99	-99	-99	-99	-99
16.04.1999	0.914	27.229	-99	-99	-99	-99	-99	-99	-99	-99
17.04.1999	0.809	23.778	-99	-99	-99	-99	-99	-99	-99	-99
18.04.1999	0.787	20.974	-99	-99	-99	-99	-99	-99	-99	-99
19.04.1999	0.677	18.591	-99	-99	-99	-99	-99	-99	-99	-99
20.04.1999	0.608	16.923	-99	-99	-99	-99	-99	-99	-99	-99
21.04.1999	0.561	15.24	-99	-99	-99	-99	-99	-99	-99	-99
22.04.1999	0.713	13.848	-99	-99	-99	-99	-99	-99	-99	-99
23.04.1999	0.953	13.308	-99	-99	-99	-99	-99	-99	-99	-99
24.04.1999	1.209	13.222	-99	-99	-99	-99	-99	-99	-99	-99
25.04.1999	1.467	13.609	-99	-99	-99	-99	-99	-99	-99	-99
26.04.1999	1.751	14.642	-99	-99	-99	-99	-99	-99	-99	-99
27.04.1999	1.737	16.224	-99	-99	-99	-99	-99	-99	-99	-99
28.04.1999	2.236	18.282	-99	-99	-99	-99	-99	-99	-99	-99
29.04.1999	1.736	20.506	-99	-99	-99	-99	-99	-99	-99	-99
30.04.1999	1.31	20.44	-99	-99	-99	-99	-99	-99	-99	-99
01.05.1999	1.954	19.628	-99	-99	-99	-99	-99	-99	-99	-99
02.05.1999	0.962	18.508	-99	-99	-99	-99	-99	-99	-99	-99
03.05.1999	0.882	17.235	-99	-99	-99	-99	-99	-99	-99	-99
04.05.1999	0.803	15.954	-99	-99	-99	-99	-99	-99	-99	-99
05.05.1999	0.904	14.872	-99	-99	-99	-99	-99	-99	-99	-99
06.05.1999	1.2	14.247	-99	-99	-99	-99	-99	-99	-99	-99
07.05.1999	1.536	14.151	-99	-99	-99	-99	-99	-99	-99	-99
08.05.1999	1.718	14.569	-99	-99	-99	-99	-99	-99	-99	-99
09.05.1999	1.776	15.465	-99	-99	-99	-99	-99	-99	-99	-99
10.05.1999	1.654	16.232	-99	-99	-99	-99	-99	-99	-99	-99
11.05.1999	1.505	16.322	-99	-99	-99	-99	-99	-99	-99	-99
12.05.1999	1.377	16.164	-99	-99	-99	-99	-99	-99	-99	-99
13.05.1999	1.265	15.907	-99	-99	-99	-99	-99	-99	-99	-99
14.05.1999	1.332	15.558	-99	-99	-99	-99	-99	-99	-99	-99
15.05.1999	1.38	15.898	-99	-99	-99	-99	-99	-99	-99	-99
16.05.1999	1.333	14.848	-99	-99	-99	-99	-99	-99	-99	-99
17.05.1999	1.657	14.716	-99	-99	-99	-99	-99	-99	-99	-99
18.05.1999	2.302	14.64	-99	-99	-99	-99	-99	-99	-99	-99
19.05.1999	2.649	14.74	-99	-99	-99	-99	-99	-99	-99	-99
20.05.1999	3.501	14.963	-99	-99	-99	-99	-99	-99	-99	-99
21.05.1999	6.372	19.309	-99	-99	-99	-99	-99	-99	-99	-99
22.05.1999	6.588	39.65	-99	-99	-99	-99	-99	-99	-99	-99
23.05.1999	3.988	44.502	-99	-99	-99	-99	-99	-99	-99	-99
24.05.1999	2.983	43.229	-99	-99	-99	-99	-99	-99	-99	-99
25.05.1999	2.564	40.626	-99	-99	-99	-99	-99	-99	-99	-99
26.05.1999	2.34	38.018	-99	-99	-99	-99	-99	-99	-99	-99
27.05.1999	2.617	35.424	-99	-99	-99	-99	-99	-99	-99	-99
28.05.1999	2.923	35.111	-99	-99	-99	-99	-99	-99	-99	-99
29.05.1999	5.131	38.291	-99	-99	-99	-99	-99	-99	-99	-99
30.05.1999	3.431	42.784	-99	-99	-99	-99	-99	-99	-99	-99
31.05.1999	2.828	41.552	-99	-99	-99	-99	-99	-99	-99	-99
01.06.1999	3.307	39.508	-99	-99	-99	-99	-99	-99	-99	-99
02.06.1999	5.47	41.94	-99	-99	-99	-99	-99	-99	-99	-99
03.06.1999	5.913	46.408	-99	-99	-99	-99	-99	-99	-99	-99
04.06.1999	5.62	49.384	-99	-99	-99	-99	-99	-99	-99	-99
05.06.1999	5.905	52.653	-99	-99	-99	-99	-99	-99	-99	-99
06.06.1999	5.503	57.385	-99	-99	-99	-99	-99	-99	-99	-99
07.06.1999	5.282	56.751	-99	-99	-99	-99	-99	-99	-99	-99
08.06.1999	5.271	55.916	-99	-99	-99	-99	-99	-99	-99	-99
09.06.1999	5.898	55.986	-99	-99	-99	-99	-99	-99	-99	-99
10.06.1999	8.406	61.799	-99	-99	-99	-99	-99	-99	-99	-99
11.06.1999	7.832	69.397	-99	-99	-99	-99	-99	-99	-99	-99
12.06.1999	8.232	73.728	-99	-99	-99	-99	-99	-99	-99	-99
13.06.1999	8.973	79.581	-99	-99	-99	-99	-99	-99	-99	-99
14.06.1999	8.702	84.217	-99	-99	-99	-99	-99	-99	-99	-99
15.06.1999	8.522	86.641	-99	-99	-99	-99	-99	-99	-99	-99
16.06.1999	7.509	88.795	-99	-99	-99	-99	-99	-99	-99	-99
17.06.1999	9.298	91.159	-99	-99	-99	-99	-99	-99	-99	-99
18.06.1999	6.901	93.58	-99	-99	-99	-99	-99	-99	-99	-99
19.06.1999	7.103	86.514	-99	-99	-99	-99	-99	-99	-99	-99
20.06.1999	8.638	85.953	-99	-99	-99	-99	-99	-99	-99	-99
21.06.1999	7.436	95.409	-99	-99	-99	-99	-99	-99	-99	-99
22.06.1999	5.284	91.783	-99	-99	-99	-99	-99	-99	-99	-99
23.06.1999	4.454	78.453	-99	-99	-99	-99	-99	-99	-99	-99
24.06.1999	4.361	68.145	-99	-99	-99	-99	-99	-99	-99	-99
25.06.1999	4.371	60.737	-99	-99	-99	-99	-99	-99	-99	-99
26.06.1999	5.144	57.83	-99	-99	-99	-99	-99	-99	-99	-99
27.06.1999	6.703	61.102	-99	-99	-99	-99	-99	-99	-99	-99
28.06.1999	7.539	66.947	-99	-99	-99	-99	-99	-99	-99	-99
29.06.1999	10.594	84.395	-99	-99	-99	-99	-99	-99	-99	-99
30.06.1999	7.717	93.218	-99	-99	-99	-99	-99	-99	-99	-99
01.07.1999	6.776	91.426	-99	-99	-99	-99	-99	-99	-99	-99
02.07.1999	6.817	87.999	-99	-99	-99	-99	-99	-99	-99	-99
03.07.1999	5.407	83.158	-99	-99	-99	-99	-99	-99	-99	-99
04.07.1999	4.744	75.436	-99	-99	-99	-99	-99	-99	-99	-99
05.07.1999	4.972	69.584	-99	-99	-99	-99	-99	-99	-99	-99
06.07.1999	6.569	72.23	-99	-99	-99	-99	-99	-99	-99	-99
07.07.1999	6.201	77.48	-99	-99	-99	-99	-99	-99	-99	-99
08.07.1999	5.45	73.65	-99	-99	-99	-99	-99	-99	-99	-99
09.07.1999	5.609	69.348	-99	-99	-99	-99	-99	-99	-99	-99
10.07.1999	7.225	73.488	-99	-99	-99	-99	-99	-99	-99	-99
11.07.1999	6.976	80.719	-99	-99	-99	-99	-99	-99	-99	-99
12.07.1999	6.712	81.276	-99	-99	-99	-99	-99	-99	-99	-99
13.07.1999	6.101	79.983	-99	-99	-99	-99	-99	-99	-99	-99
14.07.1999	6.169	80.8	-99	-99	-99	-99	-99	-99	-99	-99
15.07.1999	6.421	84.808	-99	-99	-99	-99	-99	-99	-99	-99
16.07.1999	5.29	84.1	-99	-99	-99	-99	-99	-99	-99	-99
17.07.1999	4.167	76.736	-99	-99	-99	-99	-99	-99	-99	-99
18.07.1999	4.435	69.706	-99	-99	-99	-99	-99	-99	-99	-99
19.07.1999	4.278	66.985	-99	-99	-99	-99	-99	-99	-99	-99
20.07.1999	5.611	67.932	-99	-99	-99	-99	-99	-99	-99	-99
21.07.1999	5.432	73.692	-99	-99	-99	-99	-99	-99	-99	-99
22.07.1999	6.722	80.818	-99	-99	-99	-99	-99	-99	-99	-99
23.07.1999	5.1	82.312	-99	-99	-99	-99	-99	-99	-99	-99
24.07.1999	5.606	78.252	-99	-99	-99	-99	-99	-99	-99	-99
25.07.1999	7.307	85.317	-99	-99	-99	-99	-99	-99	-99	-99
26.07.1999	5.347	88.635	-99	-99	-99	-99	-99	-99	-99	-99
27.07.1999	3.957	79.441	-99	-99	-99	-99	-99	-99	-99	-99
28.07.1999	3.487	69.482	-99	-99	-99	-99	-99	-99	-99	-99
29.07.1999	3.474	62.531	-99	-99	-99	-99	-99	-99	-99	-99
30.07.1999	3.472	58.102	-99	-99	-99	-99	-99	-99	-99	-99
31.07.1999	3.321	54.806	-99	-99	-99	-99	-99	-99	-99	-99
01.08.1999	3.97	52.219	-99	-99	-99	-99	-99	-99	-99	-99
02.08.1999	2.876	49.797	-99	-99	-99	-99	-99	-99	-99	-99
03.08.1999	2.999	48.495	-99	-99	-99	-99	-99	-99	-99	-99
04.08.1999	3.205	48.533	-99	-99	-99	-99	-99	-99	-99	-99
05.08.1999	3.392	49.647	-99	-99	-99	-99	-99	-99	-99	-99
06.08.1999	3.449	50.231	-99	-99	-99	-99	-99	-99	-99	-99
07.08.1999	3.346	50.134	-99	-99	-99	-99	-99	-99	-99	-99
08.08.1999	2.606	48.272	-99	-99	-99	-99	-99	-99	-99	-99
09.08.1999	2.368	45.804	-99	-99	-99	-99	-99	-99	-99	-99
10.08.1999	2.167	42.537	-99	-99	-99	-99	-99	-99	-99	-99
11.08.1999	2.774	39.974	-99	-99	-99	-99	-99	-99	-99	-99
12.08.1999	1.98	37.257	-99	-99	-99	-99	-99	-99	-99	-99
13.08.1999	1.793	34.531	-99	-99	-99	-99	-99	-99	-99	-99
14.08.1999	1.738	32.511	-99	-99	-99	-99	-99	-99	-99	-99
15.08.1999	1.796	31.322	-99	-99	-99	-99	-99	-99	-99	-99
16.08.1999	1.828	30.716	-99	-99	-99	-99	-99	-99	-99	-99
17.08.1999	1.841	30.796	-99	-99	-99	-99	-99	-99	-99	-99
18.08.1999	1.826	30.634	-99	-99	-99	-99	-99	-99	-99	-99
19.08.1999	1.891	30.248	-99	-99	-99	-99	-99	-99	-99	-99
20.08.1999	1.834	29.61	-99	-99	-99	-99	-99	-99	-99	-99
21.08.1999	1.71	28.189	-99	-99	-99	-99	-99	-99	-99	-99
22.08.1999	1.568	26.765	-99	-99	-99	-99	-99	-99	-99	-99
23.08.1999	1.537	25.853	-99	-99	-99	-99	-99	-99	-99	-99
24.08.1999	1.563	24.23	-99	-99	-99	-99	-99	-99	-99	-99
25.08.1999	1.504	23.511	-99	-99	-99	-99	-99	-99	-99	-99
26.08.1999	1.509	22.827	-99	-99	-99	-99	-99	-99	-99	-99
27.08.1999	2.19	24.132	-99	-99	-99	-99	-99	-99	-99	-99
28.08.1999	2.64	28.588	-99	-99	-99	-99	-99	-99	-99	-99
29.08.1999	2.701	32.839	-99	-99	-99	-99	-99	-99	-99	-99
30.08.1999	2.961	37.312	-99	-99	-99	-99	-99	-99	-99	-99
31.08.1999	2.452	39.776	-99	-99	-99	-99	-99	-99	-99	-99
01.09.1999	2.141	38.789	-99	-99	-99	-99	-99	-99	-99	-99
02.09.1999	3.614	40.95	-99	-99	-99	-99	-99	-99	-99	-99
03.09.1999	6.47	55.698	-99	-99	-99	-99	-99	-99	-99	-99
04.09.1999	6.223	78.292	-99	-99	-99	-99	-99	-99	-99	-99
05.09.1999	4.306	80.639	-99	-99	-99	-99	-99	-99	-99	-99
06.09.1999	3.654	78.14	-99	-99	-99	-99	-99	-99	-99	-99
07.09.1999	3.604	74.664	-99	-99	-99	-99	-99	-99	-99	-99
08.09.1999	4.15	76.813	-99	-99	-99	-99	-99	-99	-99	-99
09.09.1999	3.454	72.79	-99	-99	-99	-99	-99	-99	-99	-99
10.09.1999	2.931	67.638	-99	-99	-99	-99	-99	-99	-99	-99
11.09.1999	2.462	59.934	-99	-99	-99	-99	-99	-99	-99	-99
12.09.1999	2.976	57.201	-99	-99	-99	-99	-99	-99	-99	-99
13.09.1999	3.25	60.464	-99	-99	-99	-99	-99	-99	-99	-99
14.09.1999	2.948	62.107	-99	-99	-99	-99	-99	-99	-99	-99
15.09.1999	2.741	61.742	-99	-99	-99	-99	-99	-99	-99	-99
16.09.1999	2.41	58.913	-99	-99	-99	-99	-99	-99	-99	-99
17.09.1999	2.157	54.232	-99	-99	-99	-99	-99	-99	-99	-99
18.09.1999	2.757	50.392	-99	-99	-99	-99	-99	-99	-99	-99
19.09.1999	1.981	46.438	-99	-99	-99	-99	-99	-99	-99	-99
20.09.1999	1.987	44.112	-99	-99	-99	-99	-99	-99	-99	-99
21.09.1999	2.261	43.406	-99	-99	-99	-99	-99	-99	-99	-99
22.09.1999	2.267	43.343	-99	-99	-99	-99	-99	-99	-99	-99
23.09.1999	2.976	43.385	-99	-99	-99	-99	-99	-99	-99	-99
24.09.1999	1.87	43.431	-99	-99	-99	-99	-99	-99	-99	-99
25.09.1999	1.79	42.598	-99	-99	-99	-99	-99	-99	-99	-99
26.09.1999	1.693	40.818	-99	-99	-99	-99	-99	-99	-99	-99
27.09.1999	1.598	39.882	-99	-99	-99	-99	-99	-99	-99	-99
28.09.1999	1.496	38.604	-99	-99	-99	-99	-99	-99	-99	-99
29.09.1999	1.53	37.219	-99	-99	-99	-99	-99	-99	-99	-99
30.09.1999	1.31	35.786	-99	-99	-99	-99	-99	-99	-99	-99
01.10.1999	1.145	33.806	-99	-99	-99	-99	-99	-99	-99	-99
02.10.1999	1.529	30.299	-99	-99	-99	-99	-99	-99	-99	-99
03.10.1999	1.186	28.112	-99	-99	-99	-99	-99	-99	-99	-99
04.10.1999	1.691	26.279	-99	-99	-99	-99	-99	-99	-99	-99
05.10.1999	1.585	25.269	-99	-99	-99	-99	-99	-99	-99	-99
06.10.1999	0.911	23.432	-99	-99	-99	-99	-99	-99	-99	-99
07.10.1999	0.812	21.955	-99	-99	-99	-99	-99	-99	-99	-99
08.10.1999	0.855	19.357	-99	-99	-99	-99	-99	-99	-99	-99
09.10.1999	0.856	18.156	-99	-99	-99	-99	-99	-99	-99	-99
10.10.1999	0.985	16.441	-99	-99	-99	-99	-99	-99	-99	-99
11.10.1999	1.624	15.651	-99	-99	-99	-99	-99	-99	-99	-99
12.10.1999	1.617	17.804	-99	-99	-99	-99	-99	-99	-99	-99
13.10.1999	1.656	22.906	-99	-99	-99	-99	-99	-99	-99	-99
14.10.1999	1.43	22.422	-99	-99	-99	-99	-99	-99	-99	-99
15.10.1999	1.295	20.902	-99	-99	-99	-99	-99	-99	-99	-99
16.10.1999	1.121	19.36	-99	-99	-99	-99	-99	-99	-99	-99
17.10.1999	0.982	17.855	-99	-99	-99	-99	-99	-99	-99	-99
18.10.1999	0.979	16.589	-99	-99	-99	-99	-99	-99	-99	-99
19.10.1999	0.891	15.447	-99	-99	-99	-99	-99	-99	-99	-99
20.10.1999	0.755	14.317	-99	-99	-99	-99	-99	-99	-99	-99
21.10.1999	0.587	13.282	-99	-99	-99	-99	-99	-99	-99	-99
22.10.1999	0.56	12.461	-99	-99	-99	-99	-99	-99	-99	-99
23.10.1999	0.677	11.393	-99	-99	-99	-99	-99	-99	-99	-99
24.10.1999	0.764	10.718	-99	-99	-99	-99	-99	-99	-99	-99
25.10.1999	0.713	10.164	-99	-99	-99	-99	-99	-99	-99	-99
26.10.1999	1.121	10.159	-99	-99	-99	-99	-99	-99	-99	-99
27.10.1999	1.108	10.932	-99	-99	-99	-99	-99	-99	-99	-99
28.10.1999	1.854	12.674	-99	-99	-99	-99	-99	-99	-99	-99
29.10.1999	1.784	16.887	-99	-99	-99	-99	-99	-99	-99	-99
30.10.1999	1.943	18.8	-99	-99	-99	-99	-99	-99	-99	-99
31.10.1999	3.618	21.96	-99	-99	-99	-99	-99	-99	-99	-99
01.11.1999	2.559	25.859	-99	-99	-99	-99	-99	-99	-99	-99
02.11.1999	3.747	35.435	-99	-99	-99	-99	-99	-99	-99	-99
03.11.1999	2.48	42.11	-99	-99	-99	-99	-99	-99	-99	-99
04.11.1999	4.259	44.865	-99	-99	-99	-99	-99	-99	-99	-99
05.11.1999	3.324	49.472	-99	-99	-99	-99	-99	-99	-99	-99
06.11.1999	2.231	46.798	-99	-99	-99	-99	-99	-99	-99	-99
07.11.1999	1.74	40.528	-99	-99	-99	-99	-99	-99	-99	-99
08.11.1999	1.51	34.893	-99	-99	-99	-99	-99	-99	-99	-99
09.11.1999	1.453	30.854	-99	-99	-99	-99	-99	-99	-99	-99
10.11.1999	1.213	27.591	-99	-99	-99	-99	-99	-99	-99	-99
11.11.1999	1.593	25.565	-99	-99	-99	-99	-99	-99	-99	-99
12.11.1999	3.352	26.518	-99	-99	-99	-99	-99	-99	-99	-99
13.11.1999	3.126	29.906	-99	-99	-99	-99	-99	-99	-99	-99
14.11.1999	2.208	31.173	-99	-99	-99	-99	-99	-99	-99	-99
15.11.1999	1.605	28.77	-99	-99	-99	-99	-99	-99	-99	-99
16.11.1999	1.345	25.935	-99	-99	-99	-99	-99	-99	-99	-99
17.11.1999	1.12	23.37	-99	-99	-99	-99	-99	-99	-99	-99
18.11.1999	1.34	21.254	-99	-99	-99	-99	-99	-99	-99	-99
19.11.1999	1.163	18.817	-99	-99	-99	-99	-99	-99	-99	-99
20.11.1999	1.163	16.902	-99	-99	-99	-99	-99	-99	-99	-99
21.11.1999	1.163	15.452	-99	-99	-99	-99	-99	-99	-99	-99
22.11.1999	1.163	15.203	-99	-99	-99	-99	-99	-99	-99	-99
23.11.1999	1.219	15.58	-99	-99	-99	-99	-99	-99	-99	-99
24.11.1999	1.124	15.263	-99	-99	-99	-99	-99	-99	-99	-99
25.11.1999	1.111	16.463	-99	-99	-99	-99	-99	-99	-99	-99
26.11.1999	1.169	17.329	-99	-99	-99	-99	-99	-99	-99	-99
27.11.1999	1.453	20.443	-99	-99	-99	-99	-99	-99	-99	-99
28.11.1999	1.426	23.845	-99	-99	-99	-99	-99	-99	-99	-99
29.11.1999	1.46	26.778	-99	-99	-99	-99	-99	-99	-99	-99
30.11.1999	1.351	26.941	-99	-99	-99	-99	-99	-99	-99	-99
01.12.1999	1.257	27.177	-99	-99	-99	-99	-99	-99	-99	-99
02.12.1999	1.194	26.869	-99	-99	-99	-99	-99	-99	-99	-99
03.12.1999	1.738	24.957	-99	-99	-99	-99	-99	-99	-99	-99
04.12.1999	1.163	24.381	-99	-99	-99	-99	-99	-99	-99	-99
05.12.1999	0.96	23.519	-99	-99	-99	-99	-99	-99	-99	-99
06.12.1999	0.907	18.305	-99	-99	-99	-99	-99	-99	-99	-99
07.12.1999	0.855	17.793	-99	-99	-99	-99	-99	-99	-99	-99
08.12.1999	0.805	17.685	-99	-99	-99	-99	-99	-99	-99	-99
09.12.1999	0.71	15.93	-99	-99	-99	-99	-99	-99	-99	-99
10.12.1999	0.665	14.49	-99	-99	-99	-99	-99	-99	-99	-99
11.12.1999	0.622	13.202	-99	-99	-99	-99	-99	-99	-99	-99
12.12.1999	0.58	12.186	-99	-99	-99	-99	-99	-99	-99	-99
13.12.1999	0.541	10.668	-99	-99	-99	-99	-99	-99	-99	-99
14.12.1999	0.466	9.703	-99	-99	-99	-99	-99	-99	-99	-99
15.12.1999	0.432	9.153	-99	-99	-99	-99	-99	-99	-99	-99
16.12.1999	0.414	8.49	-99	-99	-99	-99	-99	-99	-99	-99
17.12.1999	0.439	8.174	-99	-99	-99	-99	-99	-99	-99	-99
18.12.1999	0.432	7.967	-99	-99	-99	-99	-99	-99	-99	-99
19.12.1999	0.432	8.607	-99	-99	-99	-99	-99	-99	-99	-99
20.12.1999	0.432	8.69	-99	-99	-99	-99	-99	-99	-99	-99
